pronun_list,word
상파울루,SaoPaulo
새크라멘토,Sacramento
색소폰,saxophone
샌드백,sandbag
샌디에이고,SanDiego
샌안토니오,SanAntonio
샌프란시스코,SanFrancisco
샘플링,sampling
샤머니즘,shamanism
샹송,chanson
샹젤리제,ChampsElysees
섀도복싱,shadowboxing
서머스쿨,summerschool
서보,servo
서보모터,servomotor
서브덕션,subduction
서브루틴,subroutine
서브미사일,submissile
서브스키마,subschema
서브스턴스,substance
서브시스템,subsystem
서브프로그램,subprogram
서브플롯,subplot
서스펜션,suspension
서지,surge
서징,surging
아이오아이,IOI
아이클라우드,iCloud
알리페이,Alipay
알파,Alpha
알파고,Alphago
애플케어,AppleCare
업,Up
에버글로우,Everglow
에브리데이,Everyday
에비앙,evian
에쎄,ESSE
에이서,Acer
에이오에이,AOA
에일,ale
에프티아일랜드,FTISLAND
엔비디아,Nvidia
엔에이치엔,NHN
엠블랙,MBLAQ
오라클,Oracle
오레오,Oreo
왓츠앱,Whatsapp
원더,Wonder
웨이브,waave
위너,WINNER
위메프,WEMAKEPRICE
위키피디아,Wikipedia
이스트소프트,ESTSoft
이엑스아이디,EXID
이퀼리브리엄,Equilibrium
잡코리아,Jobkorea
쟈뎅,Jardin
제이티비씨,JTBC
제이플라,JFla
지오디,god
갓,god
짜사이,zhacai
칭따오,Tsingtao
트렌드,trend
트로피,trophy
트릭,trick
트릭아트,trickart
티,tea
티타임,teatime
티브이,TV
티슈,tissue
티스푼,teaspoon
티오,TO
티케팅,ticketing
티켓팅,ticketing
티켓,ticket
팀워크,teamwork
파라다이스,paradise
파라솔,parasol
파르페,parfait
파마,permanent
파스타,pasta
파우더,powder
파운데이션,foundation
파워,power
파이,pie
파이프,pipe
파이프라인,pipeline
파일럿,pilot
파자마,pajamas
파트너,partner
파티,party
팝콘,popcorn
패러다임,paradigm
패션,fashion
스폿,spot
스포트,spot
스프링클러,sprinkler
스피드,speed
스피드업,speedup
스피디,speedy
스피치,speech
스피커,speaker
스피커폰,speakerphone
슬랙스,slacks
슬럼,slum
슬로건,slogan
슬리브,sleeve
슬리브리스,sleeveless
슬리퍼,slipper
슬림,slim
슬링,sling
시가,cigar
시나몬,cinnamon
시너지,synergy
시네마,cinema
시놉시스,synopsis
시니컬,cynical
시드,seed
시리즈,series
시뮬레이션,simulation
시소,seesaw
시시,cc
시즈닝,seasoning
시크,chic
시트,sheet
신드롬,syndrome
실링,Schilling
실크,silk
심포지엄,symposium
싱글즈,singles
싱글스,singles
아나운서,announcer
아나키스트,anarchist
아르바이트,Arbeit
아마추어,amatuer
아이디어,idea
아이러니컬하다,ironical
아이보리,ivory
아이스,ice
아이스박스,icebox
아카시아,acacia
아쿠아리움,aquarium
아트,art
아파트,apartment
안드로이드,android
알츠하이머,Alzheimer
앙케트,enquete
앙코르,encore
애널리스트,analyst
애프터케어,aftercare
애플리케이션,application
어플리케이션,application
애피타이저,appetizer
액세서리,accessory
앨범,album
앰뷸런스,ambulance
어덜트,adult
힐스테이트,Hillstate
서커,sucker
서커라마,circarama
서킷,circuit
서티,thirty
서퍽,Suffolk
서포터,supporter
선벨트,Sunbelt
설루트,salute
세게스타,Segesta
세겔,Sheqel
세고비아,Segovia
세그먼테이션,segmentation
세그먼트,segment
세네갈,Senegal
세라핌,seraphim
세르비아,Serbia
세미콜론,semicolon
세미클래식,semiclassic
세븐,seven
세비야,Sevilla
세이브,save
세이빙,saving
세이프티,safety
세일즈,sales
세컨드,second
세타,theta
세터,setter
세틀먼트,settlement
세피아,sepia
섹스턴트,sextant
섹스텟,sextet
섹터,sector
센시빌레,sensibile
업데이트,update
에나멜,enamel
카카오뱅크,KakaoBank
케샤,Kesha
케이뱅크,Kbank
코스피,KOSPI
코엑스,COEX
코오롱,KOLON
코웨이,Coway
콘플레이크,cornflake
퀄컴,Qualcumm
클레멘타인,Clementine
키썸,KISUM
킨들,kindle
닥스,DAKS
타이미,Tymee
텀블벅,tumblbug
텔레그램,Telegram
토니모리,TonyMoly
투싼,Tucson
트러플,truffle
트로이,Troy
틱톡,TikTok
파워포인트,PowerPoint
팔리아멘트,Parliament
팟빵,Podbbang
팟캐스트,Podcast
펍지,PUBG
페이커,Faker
페이코,PAYCO
포레스트,Forest
포카리스웨트,Pocarisweat
포트리스,Fortress
푸마,Puma
필라이트,Flite
핏빗,fitbit
핑클,FinKL
하몽,jamon
하이네켄,heineken
하이볼,highball
하이브리드,hybrid
핫식스,Hotsix
허팝,Heopop
화웨이,Huawei
화이자,pfizer
휠라,FILA
히트맨,HITMAN
힙,HIP
에이치아이피,HIP
에덴,Eden
에델바이스,Edelweiss
에든버러,Edinburgh
에멀션,emulsion
에멀전,emulsion
에메랄드,emerald
에스파냐,Espana
에어로졸,aerosol
에이스,ace
에이프런,apron
에코,echo
에탄올,ethanol
에필로그,epilogue
엑스트라,extra
엑스포,Expo
엔도르핀,endorphin
엔돌핀,endorphin
엔지니어,engineer
엔지니어링,engineering
예수,Jesus
오더,order
오다,order
오랑우탄,orangutan
오로라,aurora
오르간,organ
오르골,orgel
오리온,Orion
오버액션,overaction
오보에,oboe
오세아니아,Oceania
오스카,Oscar
오스트랄로피테쿠스,Australopithecus
오스트레일리아,Australia
오존,ozone
오카리나,ocarina
오케이,OK
오클랜드,Auckland
오타와,Ottawa
옥타브,octave
올리브,olive
옴니버스,omnibus
옵션,option
요들,yodel
우간다,Uganda
우루과이,Uruguay
우즈베키스탄,Uzbekistan
우쿨렐레,ukulele
우크라이나,Ukraine
워킹,walking
워터마크,watermark
유니코드,unicode
유닛,unit
유칼립투스,eucalyptus
파프리카,paprika
파피루스,papyrus
판다,panda
판도라,Pandora
팔레스타인,Palestine
팔레트,palette
팔로잉,following
팝,pop
팡파르,fanfare
패딩,padding
패러글라이딩,paragliding
패러독스,paradox
패러디,parody
패럴림픽,Paralympics
패셔니스타,fashionista
패스워드,password
퍼커션,percussion
펀치,punch
펌프,pump
페널티,penalty
페로몬,pheromone
페루,Peru
페미니즘,feminism
펜싱,fencing
펜치,pincers
펜트하우스,penthouse
펭귄,penguin
포르투갈,Portugal
포세이돈,Poseidon
포지션,position
포커,poker
포켓볼,pocketball
폴더,folder
폴라로이드,Polaroid
푸들,poodle
프레젠테이션,presentation
프로그래밍,programming
프로파일러,profiler
프롤로그,prologue
프리미엄,premium
프린트,print
플래시,flash
플랫폼,platform
플루트,flute
플룻,flute
피규어,figure
피날레,finale
피드백,feedback
피아니스트,pianist
피켓,picket
픽셀,pixel
핀란드,Finland
필드,field
필라멘트,filament
필리핀,Philippines
필모그래피,filmography
하드웨어,hardware
하모니카,harmonica
하와이,Hawaii
하이라이트,highlight
하이퍼링크,hyperlink
하이픈,hyphen
하키,hockey
할렐루야,hallelujah
할렘,Harlem
할리우드,Hollywood
핫라인,hotline
해커,hacker
해프닝,happening
핸디캡,handicap
햄스트링,hamstring
허들,hurdle
허리케인,hurricane
헝가리,Hungary
헤드기어,headgear
팁,tip
파라미터,parameter
파라오,Pharaoh
파스텔,pastel
파울,foul
디자이너,designer
디자인,design
디저트,dessert
디제이,DJ
디폴트,default
딜러십,dealership
딜레이,delay
라비,rabbi
리스크,risk
리스트,list
라스트,last
라운지,lounge
라이닝,lining
라이벌,rival
라이브,live
라이선스,license
라이스,rice
라이스피자,rice
라이터,lighter
라이트,light
라인,line
라쟈냐,lasagna
라지,large
라커,locker
로커,locker
란제리,lingerie
랍스터,lobster
랜덤,random
랜드마크,landmark
랜턴,lantern
램,lamb
램프,lamp
램프,ramp
랩,lab
랩,wrap
랭크,rank
랭킹,ranking
러그,rug
러너,runner
러닝,running
러스크,rusk
러시,rush
러쉬,rush
러프,rough
러플,ruffle
럼,rum
레귤러,regular
레깅스,leggings
레몬에이드,lemonade
레미콘,remicon
레벨,level
레스토랑,restaurant
레슨,lesson
레이서,racer
레이스,race
레이스,lace
레이싱,racing
레일,rail
레저,leisure
레크리에이션,recreation
레크레이션,recreation
레트로,retro
레퍼토리,repertory
로그아웃,logout
로맨틱,romantic
로미오,Romeo
로비,lobby
로션,lotion
로열티,royalty
로켓,rocket
로프,rope
루머,rumor
루키,rookie
루틴,routine
룰,rule
룸메이트,roommate
리노베이션,renovation
리뉴얼,renewal
리더,leader
리더십,leadership
리뷰,review
패스포트,passport
패턴,pattern
팬,fan
팬덤,fandom
팬데믹,pandemic
팬츠,pants
팬케이크,pancake
팬티,panties
팸플릿,pamphlet
퍼,fur
퍼레이드,parade
퍼센트,percent
퍼스낼리티,personality
퍼즐,puzzle
퍼포먼스,performance
펑크,puncture
페달,pedal
페도라,fedora
페디큐어,pedicure
페미니스트,feminist
페스티벌,festival
페이,pay
페이크,fake
페인팅,painting
펜,pen
펜던트,pendant
펜션,pension
포니테일,ponytail
포르노,pornography
포르노그래피,pornography
포스,POS
포스터,poster
포스팅,posting
포일,foil
포즈,pose
포커스,focus
포켓,pocket
헤어브러시,hairbrush
헤어스타일,hairstyle
헬리콥터,helicopter
헬스,health
어워드,award
어젠다,agenda
언더라인,underline
언더웨어,underwear
언박싱,unboxing
언밸런스,unbalance
업로딩,uploading
에디터,editor
에버랜드,EverLand
에스컬레이터,escalator
에스코트,escort
에스프레소,espresso
에이드,ade
에이전트,agent
에이징,aging
에티켓,etiquette
파이,pi
파이팅,fighting
파키스탄,Pakistan
파트,part
파트너십,partnership
파티션,partition
고르주,gorge
고지,gorge
고스트,ghost
고어텍스,Goretex
고이아니아,Goiania
고푸람,Gopuram
곤다르,Gondar
골리앗,Goliath
골리즘,Gaullism
골번,Goulburn
공,gong
과나코,guanaco
과달라하라,Guadalajara
과라나,guarana
과야킬,Guayaquil
과율,guayule
관타나모,Guantanamo
괄리오르,Gwalior
괴를리츠,Gorlitz
괴팅겐,Gottingen
구데아,Gudea
구라미,gourami
구스베리,gooseberry
구슬,ghusl
구아노,guano
구아닌,guanine
구아버,guava
구아슈,gouache
구아야콜,guaiacol
다카,Dhaka
다카르,Dakar
다호메이,Dahomey
단바드,Dhanbad
더니든,Dunedin
더럼,Durham
더반,Durban
던디,Dundee
덤웨이터,dumbwaiter
덤퍼,dumper
데메테르,Demeter
데미안,Demian
데브레첸,Debrecen
데치소,deciso
데크레셴도,decrescendo
델리카토,delicato
도르드레흐트,Dordrecht
돈바스,Donbass
돌체,dolce
돌치시모,dolcissimo
둠카,dumka
드람멘,Drammen
드럼린,drumlin
드릴링,drilling
디스클로저,disclosure
디프레션,depression
라디에이터,radiator
라르간도,largando
라르게토,larghetto
라르고,largo
람부탄,rambutan
래미네이트,laminate
라미네이트,laminate
레몬그라스,lemongrass
레시피,recipe
레오파드,leopard
레이콘,racon
레인저,ranger
레치타티보,recitativo
레퀴엠,requiem
레플리카,replica
렌더링,rendering
렌치,wrench
로비스트,lobbyist
그라나다,Granada
그라우트,grout
그라우팅,grouting
그라운딩,grounding
그라이프스발트,Greifswald
그라츠,Graz
그레이프프루트,grapefruit
그레이프프릇,grapefruit
그로서란트,grocerant
그로스,gross
그리자유,grisaille
그린,green
그립,grip
글로리오사,gloriosa
글로키디움,glochidium
글록시니아,gloxinia
글루카곤,glucagon
글루코오스,glucose
글루타민,glutamine
글리사드,glissade
글리시리진,glycyrrhizin
기뇰,guignol
기누라,gynura
네리네,nerine
노비스,novice
뉴펀들랜드,Newfoundland
니샤푸르,Nishapur
더프,duff
데스모프레신,desmopressin
데시프라민,desipramine
덱사메타손,dexamethasone
도부타민,dobutamine
도지,dodge
독소루비신,doxorubicin
독시사이클린,doxycycline
돔페리돈,domperidone
디부카인,dibucaine
디아세틸모르핀,diacetylmorphine
디아제팜,diazepam
디쿠마롤,dicumarol
디클로르보스,Dichlorvos
디펜히드라민,diphenhydramine
딜티아젬,diltiazem
딩기,dinghy
라구사,Ragusa
라니티딘,ranitidine
라바트,Rabat
락사토르,laxator
란치,Ranchi
람푸르,Rampur
랑,Laon
랑군,Rangoon
랑그도크,Languedoc
랑부예,Rambouillet
랑선,LangSon
래브라도,Labrador
래프팅,rafting
랜드샛,Landsat
랜싱,Lansing
랠리,rally
러핑,luffing
럭,ruck
레반트,Levant
레보도파,levodopum
레아,rhea
레이캬비크,Reykjavik
레치워스,Letchworth
가게나우,Gaggenau
감스트,Gamst
게스,Guess
구몬,Kumon
글리,Glee
기리보이,Giriboy
까사미아,Casamia
깜빠뉴,campagne
끌레도르,Cledor
나뚜루,Natuur
낸시,Nancy
네이처,Nature
니엘,Niel
니콜,Nicole
다이제,Diget
버논,Vernon
덤보,Dumbo
데이브,Dave
데이브레이크,Daybreak
디키즈,Dickies
라따뚜이,Ratatouille
라템,Latem
라푼젤,Rapunzel
랄라블라,Lalavla
랑콤,Lancome
러쉬,Lush
레인보우,Rainbow
로엠,ROEM
로이드,Lloyd
로지텍,Logitech
로코베리,Rocoberry
로투스,Lotus
롭스,LOHBS
롯데마트,LotteMart
루시아,Lucia
루프트한자,Lufthansa
르노,Renault
리바트,Livart
리세스,Reeses
리츠,RITZ
리콜라,Ricola
마몽드,Mamonde
매그넘,Magnum
맥,MAC
맥스봉,Maxbon
포테이토,potato
포트,pot
폼,form
푸딩,pudding
프라이,fry
프라이드,pride
프라이버시,privacy
프라페,frappe
프런트,front
프론트,front
프로,professional
프로페셔널,professional
프로모션,promotion
프로펠러,propeller
프로필,profile
프릴,frill
플래카드,placard
플래티넘,platinum
플랜,plan
플레이보이,playboy
플로리스트,florist
피니싱,finishing
피크,peak
피크닉,picnic
피클,pickle
픽처,picture
픽토그램,pictogram
핀셋,pincette
하이킹,hiking
하이테크,hightech
하이퍼리얼리즘,hyperrealism
해먹,hammock
해시태그,hashtag
핸드레일,handrail
핸드메이드,handmade
핸드북,handbook
핸들,handle
햄버거,hamburger
햄스터,hamster
허니문,honeymoon
허스키,husky
헤드라인,headline
헤드폰,headphone
엔진,engine
엔터테인먼트,entertainment
엘레강스,elegance
엘리베이터,elevator
엠티,MT
오디션,audition
오디오,audio
오렌지,orange
오렌지에이드,orangeade
오리지널,original
오믈렛,omelet
오븐,oven
오일,oil
오일파스타,oil
와이어,wire
와이퍼,wiper
와이프,wife
와인,wine
요가,yoga
요구르트,yogurt
요거트,yogurt
워크북,workbook
웨딩,wedding
위스키,whiskey
윙크,wink
유니폼,uniform
유머,humor
이니셜,initial
이벤트,event
이슬람,Islam
인덱스,index
인보이스,invoice
인센티브,incentive
인터내셔널,international
인터넷,Internet
인터뷰,interview
인터셉트,intercept
인터체인지,interchange
인터폰,interphone
인풋,input
인프라,infra
